"","term","Total"
"73796","im nervous for",6
"73797","im never coming",6
"73798","im new at",6
"73799","im new here",6
"73800","im not all",6
"73801","im not beautiful",6
"73802","im not convinced",6
"73803","im not down",6
"73804","im not excited",6
"73805","im not fat",6
"73806","im not hating",6
"73807","im not impressed",6
"73808","im not married",6
"73809","im not positive",6
"73810","im not proud",6
"73811","im not speaking",6
"73812","im not wasting",6
"73813","im off at",6
"73814","im off for",6
"73815","im okay but",6
"73816","im old and",6
"73817","im on call",6
"73818","im on now",6
"73819","im on page",6
"73820","im on tweet",6
"73821","im only going",6
"73822","im out on",6
"73823","im out this",6
"73824","im pretty happy",6
"73825","im probably the",6
"73826","im quick to",6
"73827","im really digging",6
"73828","im really impressed",6
"73829","im really really",6
"73830","im referring to",6
"73831","im right next",6
"73832","im running for",6
"73833","im running late",6
"73834","im saying it",6
"73835","im seeing it",6
"73836","im seeing some",6
"73837","im seriously thinking",6
"73838","im shocked at",6
"73839","im shooting for",6
"73840","im sick as",6
"73841","im sick enough",6
"73842","im so awkward",6
"73843","im so cold",6
"73844","im so dumb",6
"73845","im so going",6
"73846","im so hurt",6
"73847","im so inspired",6
"73848","im so pleased",6
"73849","im so quiet",6
"73850","im so ugly",6
"73851","im sorry does",6
"73852","im sorry he",6
"73853","im sorry ill",6
"73854","im sorry it",6
"73855","im speaking at",6
"73856","im staying home",6
"73857","im staying up",6
"73858","im still drunk",6
"73859","im still happy",6
"73860","im still making",6
"73861","im still sad",6
"73862","im still sleepy",6
"73863","im struggling to",6
"73864","im super thanks",6
"73865","im sure when",6
"73866","im sure would",6
"73867","im surprised no",6
"73868","im taking you",6
"73869","im that nigga",6
"73870","im the new",6
"73871","im the shit",6
"73872","im there all",6
"73873","im there with",6
"73874","im to tired",6
"73875","im told the",6
"73876","im too far",6
"73877","im too pretty",6
"73878","im torn i",6
"73879","im tuning in",6
"73880","im unable to",6
"73881","im unlikely to",6
"73882","im up but",6
"73883","im up here",6
"73884","im up so",6
"73885","im upset i",6
"73886","im waking up",6
"73887","im walking around",6
"73888","im walking on",6
"73889","im watching for",6
"73890","im watching one",6
"73891","im way behind",6
"73892","im wit it",6
"73893","im with u",6
"73894","im wondering about",6
"73895","im wondering how",6
"73896","im wondering who",6
"73897","im working at",6
"73898","im working hard",6
"73899","im working in",6
"73900","im young and",6
"73901","im your new",6
"73902","ima be the",6
"73903","ima bout to",6
"73904","ima make you",6
"73905","ima tell him",6
"73906","imagine how much",6
"73907","imagine if the",6
"73908","imagine tweets it",6
"73909","imagine what it",6
"73910","imagine what people",6
"73911","imagine what the",6
"73912","imagine what would",6
"73913","imma have a",6
"73914","imma need you",6
"73915","immature a word",6
"73916","impact of the",6
"73917","importance and should",6
"73918","importance of community",6
"73919","important aspects of",6
"73920","important factor in",6
"73921","important for your",6
"73922","important in the",6
"73923","important to remember",6
"73924","impossible not to",6
"73925","impossible to be",6
"73926","impress you or",6
"73927","impressed by how",6
"73928","impressed with what",6
"73929","in a bathroom",6
"73930","in a blender",6
"73931","in a blog",6
"73932","in a cave",6
"73933","in a community",6
"73934","in a ditch",6
"73935","in a dry",6
"73936","in a fantastic",6
"73937","in a feature",6
"73938","in a fine",6
"73939","in a frame",6
"73940","in a golden",6
"73941","in a green",6
"73942","in a hat",6
"73943","in a hospital",6
"73944","in a interview",6
"73945","in a jail",6
"73946","in a leader",6
"73947","in a letter",6
"73948","in a lie",6
"73949","in a loving",6
"73950","in a low",6
"73951","in a magazine",6
"73952","in a man",6
"73953","in a mph",6
"73954","in a negative",6
"73955","in a news",6
"73956","in a person",6
"73957","in a photo",6
"73958","in a pile",6
"73959","in a pretty",6
"73960","in a pt",6
"73961","in a river",6
"73962","in a safe",6
"73963","in a school",6
"73964","in a sense",6
"73965","in a shitty",6
"73966","in a specific",6
"73967","in a straight",6
"73968","in a survey",6
"73969","in a terrible",6
"73970","in a theatre",6
"73971","in a thousand",6
"73972","in a towel",6
"73973","in a walmart",6
"73974","in a workout",6
"73975","in advance in",6
"73976","in alabama is",6
"73977","in all black",6
"73978","in all situations",6
"73979","in all sports",6
"73980","in almost years",6
"73981","in alphabetical order",6
"73982","in america i",6
"73983","in america is",6
"73984","in america more",6
"73985","in an accident",6
"73986","in an article",6
"73987","in an email",6
"73988","in an empty",6
"73989","in an open",6
"73990","in an upcoming",6
"73991","in anaheim ca",6
"73992","in and is",6
"73993","in any business",6
"73994","in any relationship",6
"73995","in any sport",6
"73996","in anything else",6
"73997","in as long",6
"73998","in at all",6
"73999","in atlanta im",6
"74000","in atlanta now",6
"74001","in attendance for",6
"74002","in australia i",6
"74003","in awhile and",6
"74004","in awhile i",6
"74005","in back to",6
"74006","in baltimore i",6
"74007","in beast mode",6
"74008","in because i",6
"74009","in becoming a",6
"74010","in bed almost",6
"74011","in bed is",6
"74012","in bed reading",6
"74013","in bed so",6
"74014","in before the",6
"74015","in best buy",6
"74016","in better shape",6
"74017","in big games",6
"74018","in black and",6
"74019","in boston on",6
"74020","in boston this",6
"74021","in bottom of",6
"74022","in buenos aires",6
"74023","in business is",6
"74024","in canada and",6
"74025","in case im",6
"74026","in case it",6
"74027","in changing the",6
"74028","in chapel hill",6
"74029","in check out",6
"74030","in chi for",6
"74031","in chicago no",6
"74032","in chicago right",6
"74033","in child support",6
"74034","in christmas house",6
"74035","in class but",6
"74036","in class in",6
"74037","in class is",6
"74038","in class so",6
"74039","in class to",6
"74040","in class you",6
"74041","in coffee shops",6
"74042","in cold blood",6
"74043","in columbus oh",6
"74044","in columbus ohio",6
"74045","in communication is",6
"74046","in concert im",6
"74047","in concert with",6
"74048","in contact w",6
"74049","in corporate america",6
"74050","in costa mesa",6
"74051","in creating a",6
"74052","in customer service",6
"74053","in days but",6
"74054","in days in",6
"74055","in dc as",6
"74056","in dc im",6
"74057","in dc right",6
"74058","in dc with",6
"74059","in denver cant",6
"74060","in denver for",6
"74061","in denver tonight",6
"74062","in doing some",6
"74063","in downtown chicago",6
"74064","in downtown denver",6
"74065","in dramatic fashion",6
"74066","in early s",6
"74067","in education and",6
"74068","in education i",6
"74069","in either a",6
"74070","in every aspect",6
"74071","in every difficulty",6
"74072","in every direction",6
"74073","in extra innings",6
"74074","in fact the",6
"74075","in fast food",6
"74076","in first quarter",6
"74077","in florida is",6
"74078","in florida with",6
"74079","in fond du",6
"74080","in four days",6
"74081","in franchise history",6
"74082","in free product",6
"74083","in front and",6
"74084","in game vs",6
"74085","in general but",6
"74086","in grant park",6
"74087","in half and",6
"74088","in half hour",6
"74089","in hall b",6
"74090","in have been",6
"74091","in hawaii i",6
"74092","in heaven now",6
"74093","in hell i",6
"74094","in her car",6
"74095","in her face",6
"74096","in her head",6
"74097","in her heart",6
"74098","in her home",6
"74099","in her new",6
"74100","in her pocket",6
"74101","in here so",6
"74102","in hilton head",6
"74103","in his bed",6
"74104","in his ear",6
"74105","in his house",6
"74106","in his presence",6
"74107","in his speech",6
"74108","in hong kong",6
"74109","in how many",6
"74110","in hyde park",6
"74111","in i cant",6
"74112","in i had",6
"74113","in i wonder",6
"74114","in imax d",6
"74115","in indianapolis and",6
"74116","in invention history",6
"74117","in it all",6
"74118","in it like",6
"74119","in it right",6
"74120","in it would",6
"74121","in its a",6
"74122","in its entirety",6
"74123","in its first",6
"74124","in its not",6
"74125","in january so",6
"74126","in jersey city",6
"74127","in july and",6
"74128","in july of",6
"74129","in june but",6
"74130","in june will",6
"74131","in just to",6
"74132","in just weeks",6
"74133","in la doing",6
"74134","in la great",6
"74135","in la tomorrow",6
"74136","in last days",6
"74137","in last months",6
"74138","in last nights",6
"74139","in last weeks",6
"74140","in law and",6
"74141","in left field",6
"74142","in lets do",6
"74143","in life as",6
"74144","in life if",6
"74145","in life youre",6
"74146","in like the",6
"74147","in like two",6
"74148","in line and",6
"74149","in line behind",6
"74150","in love again",6
"74151","in love by",6
"74152","in love im",6
"74153","in low places",6
"74154","in luck i",6
"74155","in make sure",6
"74156","in march at",6
"74157","in march but",6
"74158","in math and",6
"74159","in may i",6
"74160","in may with",6
"74161","in me a",6
"74162","in me my",6
"74163","in me you",6
"74164","in miami but",6
"74165","in miami with",6
"74166","in michigan on",6
"74167","in milwaukee and",6
"74168","in milwaukee on",6
"74169","in minneapolis for",6
"74170","in minneapolis this",6
"74171","in more ways",6
"74172","in most states",6
"74173","in music and",6
"74174","in my account",6
"74175","in my classes",6
"74176","in my college",6
"74177","in my dads",6
"74178","in my dress",6
"74179","in my favorite",6
"74180","in my food",6
"74181","in my garden",6
"74182","in my lane",6
"74183","in my laptop",6
"74184","in my latest",6
"74185","in my leg",6
"74186","in my memory",6
"74187","in my name",6
"74188","in my news",6
"74189","in my pockets",6
"74190","in my shit",6
"74191","in my shoe",6
"74192","in my social",6
"74193","in my sons",6
"74194","in my state",6
"74195","in my two",6
"74196","in my underwear",6
"74197","in mysterious ways",6
"74198","in nashville at",6
"74199","in nashville i",6
"74200","in new media",6
"74201","in new ways",6
"74202","in newport beach",6
"74203","in next year",6
"74204","in no particular",6
"74205","in nola for",6
"74206","in northern new",6
"74207","in ny city",6
"74208","in oak park",6
"74209","in oakland for",6
"74210","in of my",6
"74211","in omaha i",6
"74212","in on facebook",6
"74213","in on saturday",6
"74214","in one ear",6
"74215","in one go",6
"74216","in one inning",6
"74217","in only a",6
"74218","in or call",6
"74219","in order in",6
"74220","in our apartment",6
"74221","in our backyard",6
"74222","in our blog",6
"74223","in our class",6
"74224","in our facebook",6
"74225","in our faces",6
"74226","in our favor",6
"74227","in our free",6
"74228","in our great",6
"74229","in our hair",6
"74230","in our home",6
"74231","in our journey",6
"74232","in our library",6
"74233","in our living",6
"74234","in our prayers",6
"74235","in our region",6
"74236","in our shop",6
"74237","in our system",6
"74238","in over years",6
"74239","in palm beach",6
"74240","in peace to",6
"74241","in person as",6
"74242","in philadelphia pa",6
"74243","in portland as",6
"74244","in portland is",6
"74245","in process of",6
"74246","in publishing and",6
"74247","in pursuit of",6
"74248","in quality artists",6
"74249","in reading your",6
"74250","in regular season",6
"74251","in richmond for",6
"74252","in rochester ny",6
"74253","in royal oak",6
"74254","in rush hour",6
"74255","in santa cruz",6
"74256","in school because",6
"74257","in seattle would",6
"74258","in sf the",6
"74259","in sf this",6
"74260","in shock that",6
"74261","in show biz",6
"74262","in silver spring",6
"74263","in sin city",6
"74264","in small doses",6
"74265","in small things",6
"74266","in so we",6
"74267","in so you",6
"74268","in social studies",6
"74269","in some areas",6
"74270","in some places",6
"74271","in some sort",6
"74272","in some time",6
"74273","in some trouble",6
"74274","in someones life",6
"74275","in south bay",6
"74276","in south miami",6
"74277","in south texas",6
"74278","in spanish and",6
"74279","in st place",6
"74280","in staten island",6
"74281","in station north",6
"74282","in t minus",6
"74283","in t minutes",6
"74284","in ten years",6
"74285","in that article",6
"74286","in that band",6
"74287","in that department",6
"74288","in that my",6
"74289","in that time",6
"74290","in that town",6
"74291","in the about",6
"74292","in the absence",6
"74293","in the ahl",6
"74294","in the apartment",6
"74295","in the backseat",6
"74296","in the ballroom",6
"74297","in the biggest",6
"74298","in the blanks",6
"74299","in the boat",6
"74300","in the boston",6
"74301","in the bowl",6
"74302","in the boys",6
"74303","in the brewers",6
"74304","in the bx",6
"74305","in the cabin",6
"74306","in the camera",6
"74307","in the cast",6
"74308","in the cd",6
"74309","in the census",6
"74310","in the chair",6
"74311","in the chamber",6
"74312","in the childrens",6
"74313","in the cockpit",6
"74314","in the coffin",6
"74315","in the collection",6
"74316","in the computer",6
"74317","in the cool",6
"74318","in the dead",6
"74319","in the delivery",6
"74320","in the dells",6
"74321","in the ditch",6
"74322","in the dunk",6
"74323","in the dust",6
"74324","in the earth",6
"74325","in the fa",6
"74326","in the feature",6
